URLSimilarityIndex,SpacialCharRatioInURL,IsHTTPS,DomainTitleMatchScore,URLTitleMatchScore,IsResponsive,HasDescription,HasSocialNet,HasSubmitButton,HasHiddenFields,HasCopyrightInfo,TLD_numeric,label
84.78444632,0.043,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.045,1,100.0,100.0,1,1,1,1,1,1,231,1
78.18181818,0.05,0,100.0,100.0,0,0,0,0,0,0,254,0
61.67279412,0.077,0,0.0,0.0,0,0,0,0,0,0,553,0
52.18836565,0.115,1,0.0,0.0,0,0,0,0,0,0,132,0
100.0,0.036,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.029,1,0.0,0.0,1,1,1,1,0,1,189,1
100.0,0.043,1,100.0,100.0,1,1,0,0,0,1,231,1
19.41043084,0.109,1,0.0,1.298701299,0,0,0,0,0,0,231,0
100.0,0.029,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.038,1,100.0,100.0,0,0,1,1,1,1,231,1
63.42364532,0.056,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.038,1,100.0,100.0,1,1,1,1,0,1,231,1
72.91666667,0.067,0,100.0,100.0,0,0,0,0,0,0,685,0
72.68915895,0.118,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,0,503,1
100.0,0.053,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.032,1,100.0,100.0,0,0,0,1,0,1,231,1
66.69538462,0.118,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.091,1,0.0,0.0,1,0,1,1,1,1,141,1
100.0,0.053,1,100.0,100.0,1,0,0,0,1,0,579,1
100.0,0.04,1,0.0,0.0,1,1,0,0,0,0,521,1
14.33862939,0.125,0,0.0,2.0,0,0,0,0,0,0,223,0
32.81965848,0.127,1,0.0,0.0,1,0,0,0,0,0,226,0
100.0,0.042,1,0.0,0.0,1,1,0,1,0,0,263,1
100.0,0.042,1,100.0,100.0,1,1,0,0,1,1,231,1
100.0,0.036,1,100.0,100.0,1,0,1,1,1,1,503,1
100.0,0.029,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.111,1,0.0,0.0,1,1,1,1,0,1,303,1
100.0,0.025,1,0.0,0.0,1,0,1,0,0,1,231,1
100.0,0.036,1,100.0,100.0,1,1,0,1,0,1,231,1
29.03511242,0.111,1,0.0,0.0,0,0,0,0,0,0,258,0
42.27385072,0.095,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.056,1,100.0,100.0,1,1,1,0,1,1,231,1
62.04044118,0.077,0,0.0,0.0,0,0,0,0,0,0,553,0
26.69639768,0.044,1,0.0,0.0,1,0,0,0,0,0,132,0
100.0,0.033,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.091,1,0.0,0.0,1,1,1,1,1,0,141,1
100.0,0.04,1,0.0,0.0,1,1,1,1,0,1,254,1
38.76397107,0.083,1,0.0,0.0,0,0,0,0,0,0,226,0
70.12345679,0.053,0,100.0,100.0,0,0,0,0,0,0,309,0
100.0,0.1,1,0.0,0.0,0,0,0,0,0,0,387,1
100.0,0.083,1,0.0,0.0,0,0,1,1,1,1,273,1
100.0,0.05,1,100.0,100.0,0,1,0,0,0,1,231,1
100.0,0.029,1,100.0,100.0,1,1,1,1,1,1,231,1
49.57764782,0.115,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,589,1
100.0,0.045,1,100.0,100.0,1,0,1,1,0,1,503,1
100.0,0.038,1,100.0,100.0,0,1,0,0,0,0,231,1
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.097,1,0.0,0.0,1,1,1,0,1,1,231,1
65.8436214,0.139,1,0.0,0.0,1,0,0,0,1,0,231,0
22.37288136,0.155,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,0,0,0,1,1,1,254,1
18.84971743,0.021,0,100.0,100.0,1,0,0,0,0,0,677,0
100.0,0.033,1,100.0,100.0,1,1,1,0,1,1,231,1
44.48979592,0.15,0,0.0,0.0,1,0,0,0,0,0,14,0
10.03862439,0.057,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.033,1,0.0,0.0,1,1,0,1,0,1,254,1
100.0,0.091,1,0.0,0.0,1,1,1,1,0,1,273,1
82.09366391,0.048,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.05,1,100.0,100.0,0,1,0,1,1,1,231,1
55.44711378,0.133,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.095,1,0.0,0.0,1,1,1,1,1,0,647,1
100.0,0.033,1,0.0,0.0,1,0,1,0,0,1,231,1
100.0,0.029,1,100.0,100.0,1,1,0,0,0,1,231,1
100.0,0.05,1,83.33333333,83.33333333,1,1,1,0,0,1,254,1
81.14285714,0.034,0,86.66666667,86.66666667,0,0,0,0,0,0,231,0
69.23076923,0.048,0,100.0,100.0,0,0,0,0,0,0,209,0
100.0,0.059,1,66.66666667,66.66666667,1,1,1,1,0,1,552,1
100.0,0.043,1,100.0,100.0,1,0,1,0,0,1,313,1
100.0,0.067,1,0.0,0.0,1,1,1,1,0,1,254,1
100.0,0.022,1,100.0,100.0,1,1,1,0,0,1,503,1
100.0,0.04,1,100.0,100.0,1,1,1,0,0,1,490,1
68.31032216,0.086,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.029,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.086,1,0.0,0.0,0,1,0,1,1,0,231,1
37.09070246,0.133,0,0.0,0.0,1,0,0,0,0,0,443,0
100.0,0.033,1,100.0,100.0,1,0,1,0,0,1,481,1
38.33910035,0.093,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.087,1,0.0,0.0,1,1,1,0,0,1,273,1
63.11637081,0.081,0,4.545454545,4.545454545,0,0,0,0,0,0,413,0
100.0,0.05,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.042,1,100.0,100.0,1,1,0,1,1,1,645,1
100.0,0.062,1,0.0,0.0,0,1,1,1,0,1,179,1
100.0,0.103,1,0.0,0.0,1,1,1,0,0,1,363,1
16.60066895,0.021,0,100.0,100.0,1,0,0,0,0,0,677,0
100.0,0.045,1,71.42857143,71.42857143,1,1,1,1,1,1,231,1
47.33727811,0.043,0,100.0,100.0,0,0,0,0,0,0,209,0
100.0,0.077,1,0.0,0.0,1,0,1,1,0,1,472,1
100.0,0.091,1,100.0,100.0,1,1,1,1,0,1,138,1
14.57430296,0.117,0,0.0,0.0,1,0,0,1,1,0,553,0
100.0,0.048,1,100.0,100.0,0,1,1,1,0,1,231,1
100.0,0.04,1,100.0,100.0,1,1,1,1,1,1,594,1
100.0,0.037,1,100.0,100.0,1,1,1,1,0,1,231,1
87.34693878,0.043,0,100.0,100.0,0,0,0,0,0,0,209,0
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,231,1
13.5341202,0.102,1,0.0,0.0,0,0,0,0,0,0,481,0
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,303,1
100.0,0.026,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.026,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.037,1,0.0,0.0,0,0,0,1,1,1,231,1
100.0,0.053,1,100.0,100.0,1,0,0,1,0,1,363,1
41.10671937,0.071,0,0.0,0.0,0,0,0,0,0,0,503,0
100.0,0.04,1,100.0,100.0,1,0,1,1,1,0,231,1
100.0,0.033,1,0.0,0.0,1,1,0,0,0,1,490,1
100.0,0.097,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.1,1,0.0,0.0,1,1,1,1,1,1,498,1
100.0,0.033,1,100.0,100.0,1,0,1,0,0,1,283,1
100.0,0.043,1,100.0,100.0,1,1,0,0,1,1,413,1
100.0,0.069,1,0.0,0.0,1,0,1,1,1,1,536,1
100.0,0.045,1,100.0,100.0,1,0,1,1,1,1,503,1
100.0,0.065,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.05,1,100.0,100.0,1,0,1,0,1,1,503,1
100.0,0.042,1,100.0,100.0,1,1,1,1,0,1,254,1
66.69538462,0.091,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.067,1,0.0,0.0,1,0,1,1,0,1,498,1
100.0,0.03,1,100.0,100.0,0,0,0,1,1,1,231,1
100.0,0.034,1,100.0,100.0,1,1,1,0,1,1,231,1
100.0,0.083,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.033,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.08,1,0.0,0.0,1,1,1,1,1,1,647,1
100.0,0.037,1,100.0,100.0,1,1,0,0,0,1,231,1
60.36546944,0.097,1,0.0,0.0,1,0,0,0,0,0,132,0
100.0,0.031,1,100.0,100.0,0,1,1,0,0,0,481,1
100.0,0.083,1,0.0,0.0,1,1,0,0,0,1,647,1
100.0,0.04,1,100.0,100.0,1,0,1,0,0,0,189,1
100.0,0.08,1,0.0,0.0,0,1,1,1,1,1,141,1
51.63883735,0.097,0,0.0,0.0,0,0,0,0,0,0,503,0
100.0,0.074,1,0.0,0.0,1,1,0,0,0,0,387,1
100.0,0.083,1,0.0,0.0,1,0,1,1,1,0,498,1
100.0,0.043,1,100.0,100.0,0,1,1,1,0,1,231,1
100.0,0.037,1,100.0,100.0,1,1,1,1,1,0,292,1
100.0,0.087,1,100.0,100.0,0,1,1,1,1,1,231,1
100.0,0.103,1,0.0,0.0,1,1,0,0,0,1,387,1
100.0,0.037,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.033,1,100.0,100.0,1,1,0,0,0,1,481,1
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.057,1,100.0,100.0,1,1,0,1,1,1,254,1
100.0,0.05,1,100.0,100.0,1,1,0,0,0,1,503,1
100.0,0.036,1,100.0,100.0,1,0,1,0,0,0,211,1
50.86695835,0.049,1,0.0,0.0,0,0,0,0,0,0,578,0
26.19272782,0.137,1,0.0,98.33333333,1,0,0,1,1,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.043,1,100.0,100.0,0,1,1,0,0,1,231,1
57.90080738,0.074,0,0.0,0.0,0,0,0,0,0,0,575,0
100.0,0.036,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.042,1,100.0,100.0,0,1,1,0,0,1,231,1
100.0,0.067,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.027,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.043,1,100.0,100.0,1,1,1,0,1,1,231,1
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.053,1,100.0,100.0,1,1,1,1,0,1,359,1
100.0,0.034,1,0.0,0.0,1,1,1,0,1,1,231,1
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.028,1,100.0,100.0,0,1,1,1,0,1,231,1
60.693153,0.087,0,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.056,1,100.0,100.0,1,0,1,1,1,0,252,1
100.0,0.05,1,0.0,0.0,1,1,0,0,0,1,366,1
100.0,0.053,1,80.0,80.0,1,0,1,1,1,0,275,1
100.0,0.043,1,100.0,100.0,1,1,1,1,0,0,254,1
75.0,0.053,0,0.0,0.0,0,0,0,0,0,0,231,0
89.81818182,0.05,0,100.0,100.0,1,0,0,0,0,0,231,0
61.28633271,0.062,0,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.067,1,0.0,0.0,1,1,1,0,0,0,571,1
100.0,0.043,1,100.0,100.0,1,1,1,1,0,1,640,1
82.6446281,0.048,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.1,1,0.0,0.0,1,0,1,1,0,1,644,1
100.0,0.077,1,0.0,0.0,1,1,0,1,1,0,179,1
100.0,0.034,1,100.0,100.0,0,0,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,1,1,1,1,0,1,231,1
76.58495351,0.042,0,0.0,0.0,0,0,0,0,0,0,503,0
68.49401386,0.067,1,0.0,0.0,1,0,0,0,0,0,231,0
61.58088235,0.077,0,0.0,0.0,0,0,0,0,0,0,553,0
36.37172516,0.087,1,0.0,100.0,0,0,0,0,0,0,231,0
26.64962,0.087,1,0.0,0.0,1,0,0,0,0,0,231,0
65.71428571,0.042,0,100.0,100.0,0,0,0,0,0,0,632,0
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,273,1
62.22426471,0.107,1,0.0,100.0,1,0,0,0,0,0,370,0
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.04,1,100.0,100.0,1,1,0,1,1,1,231,1
62.11825861,0.071,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.037,1,100.0,100.0,1,1,1,0,0,1,231,1
32.404258,0.042,1,0.0,100.0,0,0,0,0,0,0,231,0
100.0,0.03,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.036,1,84.61538462,84.61538462,1,1,1,1,1,1,231,1
21.6500679,0.121,0,0.0,0.0,0,0,0,0,0,0,132,0
34.64285714,0.1,0,0.0,0.0,0,0,0,0,0,0,553,0
100.0,0.033,1,100.0,100.0,0,1,1,1,1,1,231,1
100.0,0.038,1,100.0,100.0,1,0,0,1,0,1,503,1
100.0,0.04,1,0.0,0.0,1,1,1,1,1,1,231,1
100.0,0.053,1,100.0,100.0,1,1,1,1,1,1,481,1
100.0,0.038,1,0.0,0.0,1,0,1,1,0,1,490,1
71.42857143,0.043,0,100.0,100.0,0,0,0,0,0,0,632,0
100.0,0.043,1,100.0,100.0,1,0,1,0,0,1,630,1
43.1735047,0.075,0,0.0,0.0,0,0,0,0,0,0,179,0
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,231,1
58.74663591,0.12,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,0,1,1,1,1,231,1
84.95350803,0.045,0,100.0,100.0,0,1,0,0,0,0,503,0
100.0,0.027,1,100.0,100.0,1,1,1,0,1,0,231,1
100.0,0.031,1,0.0,0.0,1,1,1,1,1,1,231,1
48.92787524,0.115,1,0.0,0.0,1,0,0,0,0,0,132,0
100.0,0.095,1,0.0,0.0,1,1,1,1,1,1,647,1
18.05814332,0.103,0,0.0,0.0,0,0,0,0,0,0,632,0
100.0,0.062,1,0.0,0.0,0,1,0,1,1,1,647,1
100.0,0.094,1,0.0,0.0,0,1,0,0,0,1,254,1
100.0,0.032,1,100.0,100.0,1,0,0,0,0,0,481,1
100.0,0.083,1,0.0,0.0,1,1,1,0,0,1,141,1
100.0,0.062,1,0.0,0.0,1,1,0,1,1,1,140,1
100.0,0.038,1,100.0,100.0,1,0,1,1,1,1,231,1
63.61273554,0.036,0,0.0,0.0,0,0,0,0,0,0,481,0
100.0,0.074,1,0.0,0.0,1,1,0,1,0,1,647,1
61.05860113,0.062,0,0.0,0.0,0,0,0,0,0,0,231,0
18.27367908,0.118,1,0.0,0.99009901,0,0,0,0,0,0,231,0
100.0,0.069,1,0.0,0.0,1,0,0,0,0,1,647,1
100.0,0.05,1,100.0,100.0,1,1,1,0,0,1,337,1
100.0,0.038,1,100.0,100.0,1,1,0,0,0,0,231,1
61.21794872,0.2,1,0.0,100.0,0,0,0,0,0,0,204,0
60.33240997,0.1,0,0.0,0.0,1,0,0,0,0,0,642,0
68.0,0.067,0,0.0,0.0,0,0,0,0,0,0,426,0
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
64.55209535,0.08,1,100.0,100.0,1,0,0,0,0,0,503,0
100.0,0.045,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.031,1,100.0,100.0,1,1,1,1,1,1,231,1
70.06802721,0.042,0,100.0,100.0,0,0,0,0,0,0,501,0
24.19714506,0.115,1,0.0,0.0,1,0,0,1,1,0,226,0
100.0,0.056,1,100.0,100.0,1,1,0,0,0,0,553,1
100.0,0.05,1,100.0,100.0,1,1,0,0,0,1,231,1
100.0,0.08,1,90.90909091,90.90909091,1,1,1,1,1,1,280,1
100.0,0.033,1,100.0,100.0,1,1,1,1,1,0,231,1
100.0,0.027,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.053,1,100.0,100.0,1,0,1,1,0,0,419,1
40.78993666,0.057,0,0.0,100.0,0,0,0,0,0,0,231,0
69.45454545,0.05,0,100.0,100.0,0,0,0,0,0,0,231,0
56.07537362,0.071,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,0,1,1,254,1
100.0,0.05,1,100.0,100.0,1,1,1,1,1,0,231,1
36.87047995,0.125,1,0.0,0.0,0,1,0,0,0,0,132,0
58.81846154,0.118,1,0.0,0.0,0,0,0,0,0,0,578,0
100.0,0.045,1,100.0,100.0,1,1,1,0,0,1,231,1
37.74250441,0.086,1,0.0,0.0,0,0,0,0,0,0,231,0
46.68597561,0.122,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.03,1,100.0,100.0,1,1,1,1,0,1,231,1
39.33209647,0.069,1,0.0,0.0,0,0,0,0,0,0,363,0
78.16224529,0.074,0,0.0,0.0,0,0,0,0,0,0,547,0
100.0,0.048,1,0.0,0.0,0,0,0,0,0,1,368,1
100.0,0.125,1,0.0,0.0,1,1,1,1,0,0,649,1
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
76.47058824,0.037,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,0,0,1,0,0,1,481,1
100.0,0.1,1,0.0,0.0,1,0,1,0,1,1,649,1
100.0,0.026,1,0.0,0.0,0,1,1,0,0,1,231,1
100.0,0.053,1,100.0,100.0,1,1,1,0,1,1,231,1
100.0,0.04,1,100.0,100.0,0,1,1,1,0,1,231,1
47.73319129,0.122,1,0.0,0.0,0,1,0,0,0,0,132,0
100.0,0.05,1,100.0,100.0,1,1,0,0,1,1,503,1
100.0,0.042,1,100.0,100.0,1,1,1,0,0,1,503,1
90.08264463,0.043,1,100.0,100.0,0,0,0,0,0,0,231,0
72.29892615,0.061,1,0.0,0.0,1,0,0,0,0,0,231,0
26.44897959,0.128,0,3.225806452,3.225806452,1,0,0,0,0,0,632,0
100.0,0.042,1,100.0,100.0,1,1,1,1,1,0,231,1
59.08060194,0.032,0,0.0,0.0,0,0,0,0,0,0,151,0
100.0,0.034,1,100.0,100.0,1,1,1,0,0,0,503,1
100.0,0.027,1,100.0,100.0,1,1,0,0,0,1,231,1
100.0,0.036,1,100.0,100.0,1,1,0,1,1,0,503,1
100.0,0.056,1,75.0,75.0,1,1,1,1,1,0,254,1
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,503,1
70.17463235,0.037,0,0.0,0.0,0,0,0,0,0,0,370,0
100.0,0.033,1,100.0,100.0,1,1,1,0,1,0,231,1
100.0,0.083,1,0.0,0.0,1,1,1,0,1,1,141,1
77.09213863,0.053,0,77.77777778,77.77777778,1,0,0,0,0,0,231,0
100.0,0.08,1,100.0,100.0,0,1,1,1,1,0,503,1
100.0,0.04,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.04,1,100.0,100.0,1,1,1,0,1,1,503,1
100.0,0.057,1,100.0,100.0,1,1,1,0,0,0,254,1
100.0,0.045,1,100.0,100.0,1,0,1,1,1,1,231,1
11.05429754,0.049,0,0.0,0.0,0,0,0,0,0,0,417,0
20.11505654,0.077,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.083,1,0.0,0.0,1,0,0,1,0,1,486,1
100.0,0.036,1,0.0,0.0,1,1,0,0,1,1,490,1
100.0,0.028,1,100.0,100.0,1,1,1,1,0,1,231,1
36.19529086,0.117,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.037,1,100.0,100.0,1,0,1,0,0,0,231,1
94.73279508,0.037,0,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.03,1,100.0,100.0,1,1,1,0,0,1,231,1
62.09126842,0.097,1,0.0,0.0,0,0,0,0,0,0,578,0
100.0,0.077,1,0.0,0.0,0,1,1,0,0,0,218,1
64.0,0.053,0,100.0,100.0,0,0,0,0,0,0,309,0
100.0,0.067,1,100.0,100.0,1,1,1,1,1,1,254,1
100.0,0.059,1,100.0,100.0,1,1,0,0,1,1,387,1
6.940373998,0.176,0,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.061,1,0.0,0.0,1,1,1,1,1,1,134,1
100.0,0.033,1,100.0,100.0,1,1,1,0,0,1,231,1
43.48290598,0.045,0,100.0,100.0,0,0,0,0,0,0,336,0
100.0,0.091,1,0.0,0.0,1,1,1,1,0,1,254,1
72.24489796,0.042,0,100.0,100.0,1,0,0,0,0,0,481,0
64.46280992,0.048,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,1,1,0,1,0,1,231,1
58.42615882,0.069,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.107,1,0.0,0.0,1,0,1,1,0,1,649,1
61.02817598,0.049,1,0.0,0.0,1,0,0,0,0,0,231,0
47.9947403,0.132,0,0.0,0.0,0,0,0,0,0,0,575,0
68.61213235,0.077,0,100.0,100.0,0,0,0,0,0,0,231,0
11.02118335,0.037,1,0.0,0.0,0,0,0,1,0,0,417,0
100.0,0.038,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.087,1,0.0,0.0,1,1,1,0,0,1,141,1
52.94117647,0.087,1,0.0,90.90909091,0,0,0,0,0,0,500,0
100.0,0.067,1,0.0,0.0,0,1,1,1,0,1,647,1
100.0,0.083,1,0.0,0.0,1,1,1,0,0,1,647,1
100.0,0.045,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.074,1,0.0,0.0,1,1,1,0,0,1,514,1
100.0,0.042,1,100.0,100.0,1,1,1,1,1,1,231,1
38.64393494,0.086,1,0.0,0.0,1,0,0,0,0,1,132,0
57.4401591,0.065,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.031,1,100.0,100.0,1,1,1,1,0,0,231,1
100.0,0.043,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.043,1,100.0,100.0,1,1,1,0,0,1,503,1
100.0,0.037,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.031,1,100.0,100.0,1,1,1,1,1,1,231,1
41.57380569,0.111,1,0.0,0.0,1,0,0,0,0,0,231,0
